City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Kondopoga,RU,2021-04-05 02:19:23,62.2057,34.2614,37.4,75,100,17.9
293,Davidson,US,2021-04-05 02:14:49,36.1501,-86.7833,62.6,36,1,3.83
294,Pitimbu,BR,2021-04-05 02:19:23,-7.4706,-34.8086,78.8,89,20,4.61
295,Dikson,RU,2021-04-05 02:19:24,73.5069,80.5464,9.72,91,100,6.31
296,Saskylakh,RU,2021-04-05 02:19:24,71.9167,114.0833,-5.8,86,5,5.39
297,Sarkand,KZ,2021-04-05 02:19:24,45.41,79.9186,45.25,54,100,3.67
298,Sisimiut,GL,2021-04-05 02:15:01,66.9395,-53.6735,14.68,91,100,10.02
299,Krutinka,RU,2021-04-05 02:19:25,56.0055,71.5113,31.6,90,100,9.35
300,Boulder City,US,2021-04-05 02:19:25,35.9786,-114.8325,84.2,3,1,13.8
301,Antalaha,MG,2021-04-05 02:17:12,-14.9003,50.2788,73.78,87,100,4.29
302,Tchollire,CM,2021-04-05 02:19:26,8.4022,14.1698,78.98,21,27,1.03
303,Mogoytuy,RU,2021-04-05 02:19:26,51.2833,114.9167,37.62,37,0,16.31
304,Beyla,GN,2021-04-05 02:19:27,8.6833,-8.6333,73.29,77,48,4.32
305,Niono,ML,2021-04-05 02:19:27,14.2526,-5.993,82.87,7,5,6.91
306,Labuan,MY,2021-04-05 02:19:28,5.2767,115.2417,80.6,89,40,6.91
307,Moses Lake,US,2021-04-05 02:14:43,47.1301,-119.2781,55.4,21,20,16.11
308,Kaeo,NZ,2021-04-05 02:19:28,-35.1,173.7833,73.0,61,97,1.01
309,Preobrazheniye,RU,2021-04-05 02:19:29,42.9019,133.9064,44.96,39,0,5.86
310,Havre-Saint-Pierre,CA,2021-04-05 02:17:44,50.2334,-63.5986,39.2,93,90,11.5
311,Veraval,IN,2021-04-05 02:19:03,20.9,70.3667,78.4,73,0,5.79
312,Tuy Hoa,VN,2021-04-05 02:19:30,13.0833,109.3,80.89,74,100,7.9
313,Airai,TL,2021-04-05 02:19:30,-8.9266,125.4092,64.4,90,100,4.88
314,Nouadhibou,MR,2021-04-05 02:19:30,20.931,-17.0347,64.4,77,0,14.97
315,Esperance,AU,2021-04-05 02:18:29,-33.8667,121.9,68.0,68,47,13.8
316,Kungurtug,RU,2021-04-05 02:19:31,50.5994,97.5228,29.61,70,4,1.34
317,Baykit,RU,2021-04-05 02:19:31,61.67,96.37,24.24,93,100,2.57
318,Tura,IN,2021-04-05 02:19:32,25.5198,90.2201,82.22,22,0,3.98
319,Port Blair,IN,2021-04-05 02:19:32,11.6667,92.75,82.67,71,5,6.96
320,San Juan De Colon,VE,2021-04-05 02:19:33,8.0313,-72.2605,77.0,94,75,2.3
321,Staryy Nadym,RU,2021-04-05 02:19:33,65.6118,72.6842,32.4,98,100,11.52
322,Porto Novo,BJ,2021-04-05 02:19:34,6.4965,2.6036,84.2,79,40,14.97
323,Natal,BR,2021-04-05 02:16:16,-5.795,-35.2094,80.6,78,40,6.91
324,Provideniya,RU,2021-04-05 02:19:34,64.3833,-173.3,8.6,61,0,2.24
325,Pathein,MM,2021-04-05 02:19:35,16.7833,94.7333,77.79,73,99,11.14
326,Aleksandrov Gay,RU,2021-04-05 02:19:35,50.147,48.5704,35.92,70,100,4.92
327,Lindon,US,2021-04-05 02:19:35,40.3433,-111.7208,66.0,48,40,10.36
328,Aspindza,GE,2021-04-05 02:19:36,41.5739,43.2483,40.08,72,91,2.89
329,San Carlos,VE,2021-04-05 02:19:36,9.6612,-68.5827,82.6,62,93,2.68
330,Darnah,LY,2021-04-05 02:19:36,32.767,22.6367,70.11,23,42,30.56
331,Walvis Bay,NA,2021-04-05 02:19:02,-22.9575,14.5053,64.0,89,93,5.99
332,San Patricio,US,2021-04-05 02:18:17,28.017,-97.5169,71.6,77,75,11.5
333,Mairana,BO,2021-04-05 02:19:37,-18.1167,-63.9333,55.0,93,100,1.23
334,Talnakh,RU,2021-04-05 02:17:41,69.4865,88.3972,9.12,74,100,12.1
335,Rimbey,CA,2021-04-05 02:19:38,52.6334,-114.2353,42.8,48,37,8.05
336,Karasburg,NA,2021-04-05 02:19:38,-28.0167,18.75,69.53,46,23,8.23
337,Naze,JP,2021-04-05 02:19:39,28.3667,129.4833,66.2,72,75,20.71
338,Kirensk,RU,2021-04-05 02:19:39,57.7853,108.1119,15.66,70,29,4.83
339,Bilibino,RU,2021-04-05 02:19:39,68.0546,166.4372,3.47,72,54,1.95
340,Abay,KZ,2021-04-05 02:19:40,49.6311,72.8539,39.2,81,75,20.13
341,Skibbereen,IE,2021-04-05 02:19:40,51.55,-9.2667,46.4,76,75,11.5
342,Kununurra,AU,2021-04-05 02:19:41,-15.7667,128.7333,93.2,33,4,11.5
343,Codrington,AU,2021-04-05 02:18:02,-38.2667,141.9667,64.26,51,4,10.65
344,Zyryanka,RU,2021-04-05 02:19:41,65.75,150.85,10.18,82,85,12.77
345,Coos Bay,US,2021-04-05 02:19:42,43.3665,-124.2179,52.0,66,1,28.77
346,Belaya Gora,RU,2021-04-05 02:19:42,68.5333,146.4167,7.07,84,100,8.16
347,Port Lincoln,AU,2021-04-05 02:19:43,-34.7333,135.8667,68.38,64,0,10.98
348,Hollister,US,2021-04-05 02:19:43,36.8525,-121.4016,57.2,58,1,10.36
349,Yar-Sale,RU,2021-04-05 02:19:44,66.8333,70.8333,32.56,99,100,7.58
350,Tutayev,RU,2021-04-05 02:19:44,57.8853,39.5406,32.0,69,0,6.71
351,Berbera,SO,2021-04-05 02:19:44,10.4396,45.0143,76.01,72,16,3.71
352,Coquimbo,CL,2021-04-05 02:19:45,-29.9533,-71.3436,59.0,72,0,6.91
353,East London,ZA,2021-04-05 02:19:45,-33.0153,27.9116,68.23,71,76,13.31
354,Zhigansk,RU,2021-04-05 02:19:46,66.7697,123.3711,-5.3,91,100,7.63
355,La Macarena,CO,2021-04-05 02:19:46,2.1837,-73.7849,71.55,97,96,2.13
356,Hay River,CA,2021-04-05 02:19:46,60.8156,-115.7999,19.4,58,82,5.75
357,Ellington,US,2021-04-05 02:19:47,41.904,-72.4698,48.2,40,1,8.05
358,Hare Bay,CA,2021-04-05 02:19:47,48.8499,-54.0148,39.2,93,100,4.61
359,Hamilton,US,2021-04-05 02:18:24,39.1834,-84.5333,60.8,41,40,3.44
360,Randolph,US,2021-04-05 02:19:48,35.7001,-79.8164,57.2,38,1,3.44
361,Guerrero Negro,MX,2021-04-05 02:19:48,27.9769,-114.0611,61.39,79,51,16.53
362,Maceio,BR,2021-04-05 02:19:49,-9.6658,-35.7353,75.2,94,75,2.3
363,Chardara,KZ,2021-04-05 02:19:49,41.2547,67.9692,48.2,66,60,5.88
364,Chumikan,RU,2021-04-05 02:19:49,54.7183,135.315,27.66,78,29,7.07
365,Palmeira,BR,2021-04-05 02:15:22,-25.4294,-50.0064,56.97,97,59,7.43
366,Benghazi,LY,2021-04-05 02:19:50,32.1167,20.0667,70.52,27,64,21.07
367,San Pedro,PH,2021-04-05 02:19:51,14.35,121.0167,86.0,66,75,4.61
368,Kathu,TH,2021-04-05 02:19:51,7.9178,98.3332,82.4,83,20,4.61
369,Rocha,UY,2021-04-05 02:19:52,-34.4833,-54.3333,63.03,97,6,6.42
370,Puerto Cabezas,NI,2021-04-05 02:19:52,14.0351,-83.3888,74.66,89,8,8.39
371,Vila Do Maio,CV,2021-04-05 02:19:52,15.1333,-23.2167,77.0,27,0,16.11
372,Mangrol,IN,2021-04-05 02:19:21,21.1167,70.1167,78.85,71,0,4.38
373,Hvide Sande,DK,2021-04-05 02:19:53,56.0045,8.1294,36.0,82,100,7.0
374,Arman,RU,2021-04-05 02:19:53,59.7,150.1667,21.36,50,100,4.41
375,Port Hedland,AU,2021-04-05 02:19:54,-20.3167,118.5667,96.8,16,67,9.22
376,Aktau,KZ,2021-04-05 02:19:54,43.65,51.2,46.4,93,90,13.42
377,Abonnema,NG,2021-04-05 02:19:55,4.7084,6.7931,80.6,94,40,4.79
378,Hanzhong,CN,2021-04-05 02:19:55,33.0728,107.0303,49.84,77,100,0.6
379,Fairbanks,US,2021-04-05 02:19:56,64.8378,-147.7164,30.2,59,75,20.71
380,Oeiras Do Para,BR,2021-04-05 02:19:56,-2.0031,-49.8544,74.64,97,100,2.95
381,Acari,PE,2021-04-05 02:19:56,-15.4311,-74.6158,73.99,81,50,2.53
382,Batemans Bay,AU,2021-04-05 02:19:57,-35.7167,150.1833,71.01,80,100,3.0
383,Marystown,CA,2021-04-05 02:19:57,47.1666,-55.1483,41.86,94,100,20.22
384,Waterbury,US,2021-04-05 02:17:34,41.5582,-73.0515,50.0,43,1,6.91
385,Lorengau,PG,2021-04-05 02:19:58,-2.0226,147.2712,81.43,78,100,4.56
386,Ust-Kan,RU,2021-04-05 02:19:58,50.9276,84.761,36.25,45,0,4.61
387,Cayenne,GF,2021-04-05 02:15:20,4.9333,-52.3333,80.01,94,75,3.44
388,Kingsville,US,2021-04-05 02:18:13,27.5159,-97.8561,73.4,73,1,9.22
389,Bitkine,TD,2021-04-05 02:19:59,11.9801,18.2138,81.21,15,8,7.16
390,Clyde River,CA,2021-04-05 02:19:59,70.4692,-68.5914,-14.8,76,40,9.22
391,Maumere,ID,2021-04-05 02:20:00,-8.6199,122.2111,80.37,73,100,7.2
392,Bealanana,MG,2021-04-05 02:20:00,-14.55,48.7333,62.98,97,97,1.81
393,Vila Velha,BR,2021-04-05 02:18:55,-20.3297,-40.2925,77.0,78,75,5.75
394,Ternate,ID,2021-04-05 02:18:37,0.8,127.4,84.33,65,33,6.26
395,Upernavik,GL,2021-04-05 02:20:01,72.7868,-56.1549,-16.49,95,70,5.53
396,Kargat,RU,2021-04-05 02:20:02,55.1956,80.2811,28.15,87,100,9.89
397,Gat,IL,2021-04-05 02:20:02,31.61,34.7642,52.0,82,0,3.44
398,Anuradhapura,LK,2021-04-05 02:20:03,8.3565,80.4173,78.66,75,49,7.11
399,Labuhan,ID,2021-04-05 02:20:04,-6.8844,112.2051,82.22,75,100,6.62
400,Ginir,ET,2021-04-05 02:18:16,7.1333,40.7,57.7,77,12,3.76
401,Aberystwyth,GB,2021-04-05 02:20:05,52.4155,-4.0829,46.0,100,100,1.99
402,Wasilla,US,2021-04-05 02:20:05,61.5814,-149.4394,42.8,52,75,9.22
403,Richards Bay,ZA,2021-04-05 02:18:49,-28.783,32.0377,62.98,86,0,4.0
404,Wuan,CN,2021-04-05 02:20:05,31.6836,112.0044,55.54,51,100,1.32
405,Acarau,BR,2021-04-05 02:20:06,-2.8856,-40.12,77.74,88,85,10.69
406,Nome,US,2021-04-05 02:20:06,64.5011,-165.4064,5.0,66,1,6.91
407,Ortigueira,BR,2021-04-05 02:20:07,-24.2083,-50.9494,60.53,84,15,4.05
408,Aragats,AM,2021-04-05 02:20:07,40.4889,44.3528,42.8,65,24,2.3
409,Porto Velho,BR,2021-04-05 02:20:07,-8.7619,-63.9039,77.0,94,40,2.3
410,Dali,CN,2021-04-05 02:20:08,25.7,100.1833,62.47,33,100,4.47
411,Vanimo,PG,2021-04-05 02:20:08,-2.6741,141.3028,87.89,63,79,0.63
412,Yerbogachen,RU,2021-04-05 02:20:09,61.2767,108.0108,3.87,80,33,2.95
413,Dmitrovsk-Orlovskiy,RU,2021-04-05 02:20:09,52.505,35.1464,32.31,80,18,5.75
414,Port Augusta,AU,2021-04-05 02:20:09,-32.5,137.7667,87.01,60,0,11.5
415,Honningsvag,NO,2021-04-05 02:20:10,70.9821,25.9704,33.33,97,100,15.82
416,Antofagasta,CL,2021-04-05 02:19:42,-23.65,-70.4,64.4,77,0,6.91
417,Sioux Lookout,CA,2021-04-05 02:20:10,50.1001,-91.917,44.6,45,20,3.44
418,Ahipara,NZ,2021-04-05 02:20:11,-35.1667,173.1667,68.11,65,100,7.29
419,Aguimes,ES,2021-04-05 02:19:25,27.9054,-15.4461,64.4,63,40,9.22
420,Xichang,CN,2021-04-05 02:20:11,27.8964,102.2634,65.37,36,100,2.21
421,Saint-Augustin,CA,2021-04-05 02:20:12,51.226,-58.6502,35.92,99,100,19.75
422,Gorontalo,ID,2021-04-05 02:17:02,0.5412,123.0595,89.19,56,99,5.32
423,Deputatskiy,RU,2021-04-05 02:20:12,69.3,139.9,0.03,89,100,3.83
424,Papillion,US,2021-04-05 02:20:13,41.1544,-96.0422,77.0,33,1,8.05
425,Kurumkan,RU,2021-04-05 02:19:49,54.3,110.3,34.23,52,38,6.44
426,Ulkan,RU,2021-04-05 02:20:13,57.243,107.3223,20.52,80,100,5.46
427,Luanda,AO,2021-04-05 02:20:13,-8.8368,13.2343,77.0,88,20,6.91
428,Nuuk,GL,2021-04-05 02:20:14,64.1835,-51.7216,35.01,93,100,47.0
429,Poum,NC,2021-04-05 02:20:14,-20.2333,164.0167,80.1,68,49,24.87
430,Juneau,US,2021-04-05 02:20:15,58.3019,-134.4197,39.2,81,90,17.27
431,Gnjilane,XK,2021-04-05 02:20:15,42.4604,21.4699,32.0,80,40,1.14
432,Fayaoue,NC,2021-04-05 02:20:15,-20.65,166.5333,78.94,63,82,20.49
433,Marica,BR,2021-04-05 02:20:16,-22.9194,-42.8186,77.0,78,40,8.05
434,Coihueco,CL,2021-04-05 02:20:16,-36.6167,-71.8333,57.2,72,90,5.75
435,Abu Dhabi,AE,2021-04-05 02:17:58,24.4667,54.3667,73.4,64,0,8.05
436,Abha,SA,2021-04-05 02:20:17,18.2164,42.5053,59.0,51,0,4.61
437,Isangel,VU,2021-04-05 02:20:17,-19.55,169.2667,79.92,61,31,15.55
438,Omemee,CA,2021-04-05 02:20:18,44.299,-78.5599,46.4,53,1,9.22
439,Mahanoro,MG,2021-04-05 02:20:18,-19.9,48.8,75.07,93,11,7.25
440,Sabancuy,MX,2021-04-05 02:20:18,18.9667,-91.1833,75.4,77,51,13.0
441,Kalyazin,RU,2021-04-05 02:20:19,57.2403,37.8433,30.24,90,94,9.82
442,Champerico,GT,2021-04-05 02:20:19,14.3,-91.9167,68.0,95,51,4.88
443,Iroquois Falls,CA,2021-04-05 02:20:19,48.7669,-80.6831,41.0,38,75,2.3
444,Mangai,CD,2021-04-05 02:20:20,-4.05,19.5333,67.53,97,99,2.53
445,Pingzhuang,CN,2021-04-05 02:20:20,42.0372,119.2889,59.92,11,100,9.17
446,Maragogi,BR,2021-04-05 02:20:21,-9.0122,-35.2225,78.33,82,3,7.58
447,Henties Bay,NA,2021-04-05 02:20:21,-22.116,14.2845,64.0,89,47,5.99
448,Sindor,RU,2021-04-05 02:20:22,62.8629,51.8905,20.64,96,33,3.36
449,Sarangani,PH,2021-04-05 02:20:22,5.4033,125.4636,82.94,73,100,12.24
450,Rawson,AR,2021-04-05 02:20:23,-43.3002,-65.1023,76.68,43,13,15.61
451,Puerto Carreno,CO,2021-04-05 02:20:23,6.189,-67.4859,75.07,85,100,3.29
452,Acapulco,MX,2021-04-05 02:20:23,16.8634,-99.8901,80.6,78,1,6.91
453,Touros,BR,2021-04-05 02:20:24,-5.1989,-35.4608,77.0,88,20,6.91
454,Hailar,CN,2021-04-05 02:20:24,49.2,119.7,41.05,30,23,18.03
455,Kaukauna,US,2021-04-05 02:20:24,44.278,-88.272,55.99,44,40,8.05
456,Bondoukou,CI,2021-04-05 02:20:25,8.0333,-2.8,77.56,75,66,6.02
457,Sola,VU,2021-04-05 02:20:25,-13.8833,167.55,79.86,80,99,14.16
458,Coihaique,CL,2021-04-05 02:20:26,-45.5752,-72.0662,50.09,95,100,3.78
459,Kantunilkin,MX,2021-04-05 02:20:26,21.0917,-87.45,75.2,60,20,5.75
460,Taitung,TW,2021-04-05 02:20:26,22.7583,121.1444,69.8,68,75,4.61
461,Macae,BR,2021-04-05 02:20:27,-22.3708,-41.7869,71.01,85,23,3.83
462,Katsuura,JP,2021-04-05 02:17:46,35.1333,140.3,62.6,100,75,13.8
463,Vernon,CA,2021-04-05 02:20:27,50.2581,-119.2691,46.99,39,51,5.75
464,High Level,CA,2021-04-05 02:20:28,58.5169,-117.136,42.8,28,20,3.44
465,Aasiaat,GL,2021-04-05 02:20:28,68.7098,-52.8699,16.97,90,100,14.56
466,Taloqan,AF,2021-04-05 02:20:29,36.7361,69.5345,48.06,84,89,2.89
467,Kijang,KR,2021-04-05 02:20:29,35.2442,129.2139,59.0,36,20,20.71
468,Waingapu,ID,2021-04-05 02:20:26,-9.6567,120.2641,77.2,85,100,13.47
469,Liwale,TZ,2021-04-05 02:20:30,-9.7667,37.9333,67.14,98,97,3.65
470,Tongren,CN,2021-04-05 02:20:30,27.7172,109.1853,48.49,91,100,3.13
471,Bodden Town,KY,2021-04-05 02:20:30,19.2833,-81.25,78.8,61,40,13.8
472,Chongwe,ZM,2021-04-05 02:20:31,-15.3292,28.682,62.6,82,0,2.3
473,Taldan,RU,2021-04-05 02:20:31,53.6667,124.8,32.07,81,91,1.54
474,San Juan Bautista,PE,2021-04-05 02:20:32,-14.0108,-75.7358,73.4,83,55,2.3
475,West Fargo,US,2021-04-05 02:17:58,46.875,-96.9004,59.0,30,1,5.75
476,Narsaq,GL,2021-04-05 02:20:32,60.9167,-46.05,35.6,93,90,1.14
477,Tipuani,BO,2021-04-05 02:20:33,-15.5648,-68.0185,68.32,97,85,2.1
478,Sarrebourg,FR,2021-04-05 02:20:33,48.7333,7.05,41.0,75,0,4.61
479,Moyale,KE,2021-04-05 02:20:33,3.5167,39.0584,66.81,87,77,3.33
480,Lake Havasu City,US,2021-04-05 02:20:34,34.4839,-114.3224,91.4,5,1,6.91
481,Whitehorse,CA,2021-04-05 02:20:34,60.7161,-135.0538,39.2,52,90,21.85
482,La Paz,BO,2021-04-05 02:18:46,-16.5,-68.15,42.8,93,75,8.05
483,Talara,PE,2021-04-05 02:19:41,-4.5772,-81.2719,72.21,81,97,11.45
484,Buzdyak,RU,2021-04-05 02:20:35,54.5833,54.55,30.02,90,99,10.31
485,Marion,US,2021-04-05 02:15:39,39.7684,-86.1555,64.0,48,75,4.61
486,Vestmannaeyjar,IS,2021-04-05 02:20:36,63.4427,-20.2734,20.89,56,31,25.41
487,Balkhash,KZ,2021-04-05 02:20:36,46.844,74.9804,41.0,93,40,11.18
488,Dutse,NG,2021-04-05 02:20:37,11.7594,9.3392,74.7,14,2,7.85
489,Karaton,ID,2021-04-05 02:20:37,-6.3424,106.1045,82.99,78,40,9.22
490,Peace River,CA,2021-04-05 02:20:38,56.2501,-117.286,39.2,52,40,13.8
491,Praia Da Vitoria,PT,2021-04-05 02:20:38,38.7333,-27.0667,59.0,100,75,9.22
492,Ambilobe,MG,2021-04-05 02:20:38,-13.2,49.05,72.18,95,97,3.0
493,Boshnyakovo,RU,2021-04-05 02:20:39,49.6333,142.1667,32.97,61,2,4.79
494,Pavilosta,LV,2021-04-05 02:20:39,56.8879,21.1859,41.0,87,90,20.71
495,Soe,ID,2021-04-05 02:20:40,-9.8607,124.284,65.19,96,100,3.85
496,Jha Jha,IN,2021-04-05 02:20:40,24.7667,86.3667,84.15,17,0,6.62
497,Yulara,AU,2021-04-05 02:20:40,-25.2406,130.9889,84.2,23,0,12.66
498,Hokitika,NZ,2021-04-05 02:20:41,-42.7167,170.9667,64.96,75,38,10.98
499,Beringovskiy,RU,2021-04-05 02:20:41,63.05,179.3167,9.79,75,100,8.66
500,Yurty,RU,2021-04-05 02:20:42,56.0498,97.6348,35.15,95,97,2.98
501,Dubuque,US,2021-04-05 02:20:42,42.4833,-90.8668,64.4,45,20,11.5
502,El Penol,CO,2021-04-05 02:20:42,1.4599,-77.4454,62.89,82,100,4.18
503,Zhangye,CN,2021-04-05 02:20:43,38.9342,100.4517,56.26,14,1,4.97
504,Beian,NO,2021-04-05 02:20:43,63.6559,9.5683,32.0,100,90,26.46
505,Boyolangu,ID,2021-04-05 02:20:44,-8.1181,111.8935,79.57,84,100,4.07
506,Jibuti,DJ,2021-04-05 02:19:09,11.5,42.5,77.0,83,1,6.42
507,Bella Union,UY,2021-04-05 02:20:44,-30.2752,-57.6007,70.63,66,0,4.9
508,Alta Floresta,BR,2021-04-05 02:20:45,-9.8756,-56.0861,74.43,91,100,1.32
509,Zvishavane,ZW,2021-04-05 02:20:45,-20.3267,30.0665,59.02,95,0,2.82
510,Kavaratti,IN,2021-04-05 02:20:46,10.5669,72.642,82.27,68,100,11.95
511,Puerto Ayacucho,VE,2021-04-05 02:20:46,5.6639,-67.6236,73.35,90,100,2.53
512,Chipinge,ZW,2021-04-05 02:20:47,-20.1883,32.6236,57.99,95,3,2.71
513,Marzuq,YE,2021-04-05 02:20:47,14.4,46.4667,64.74,15,2,0.51
514,Dalianwan,CN,2021-04-05 02:20:47,39.0286,121.695,64.4,25,0,8.95
515,Nombre De Dios,MX,2021-04-05 02:20:48,23.85,-104.2333,75.2,16,75,12.66
516,Wexford,IE,2021-04-05 02:20:49,52.3342,-6.4575,46.99,80,100,3.0
517,Pangnirtung,CA,2021-04-05 02:19:33,66.1451,-65.7125,-1.32,74,23,8.39
518,Daru,PG,2021-04-05 02:20:49,-9.0763,143.2092,80.8,84,97,5.77
519,Kargasok,RU,2021-04-05 02:20:50,59.0556,80.8572,30.87,82,100,10.02
520,Astana,KZ,2021-04-05 02:20:50,51.1801,71.446,35.6,100,90,15.66
521,Kirovskiy,RU,2021-04-05 02:20:51,45.0917,133.5136,49.57,27,0,9.19
522,Jimenez,MX,2021-04-05 02:20:51,28.3333,-105.4,75.2,27,1,6.91
523,Fare,PF,2021-04-05 02:20:51,-16.7,-151.0167,81.77,76,11,14.97
524,Gao,ML,2021-04-05 02:20:52,16.6362,1.637,76.69,6,2,9.26
525,Santa Isabel Do Rio Negro,BR,2021-04-05 02:20:52,-0.4139,-65.0192,74.62,97,93,1.34
526,San Marcos,US,2021-04-05 02:17:34,33.1434,-117.1661,64.99,63,1,5.75
527,Sinop,TR,2021-04-05 02:20:53,41.7711,34.8709,52.16,71,100,15.32
528,Luba,GQ,2021-04-05 02:20:53,3.4568,8.5547,80.6,83,20,4.61
529,Gamba,GA,2021-04-05 02:20:54,-2.65,10.0,77.45,92,100,4.76
530,Desnogorsk,RU,2021-04-05 02:20:54,54.1508,33.2815,30.92,83,39,6.8
531,Minab,IR,2021-04-05 02:20:54,27.1467,57.0801,71.6,78,8,6.91
532,Ostrovnoy,RU,2021-04-05 02:19:46,68.0531,39.5131,33.48,90,100,18.54
533,Hualmay,PE,2021-04-05 02:20:55,-11.0964,-77.6139,72.41,76,10,4.03
534,Montrose,US,2021-04-05 02:20:55,38.4166,-108.2673,64.99,12,9,7.0
535,Srednekolymsk,RU,2021-04-05 02:17:57,67.45,153.6833,11.71,78,32,11.12
536,Bossangoa,CF,2021-04-05 02:20:56,6.4926,17.4552,82.8,37,100,3.15
537,Hovd,MN,2021-04-05 02:20:56,48.0056,91.6419,39.25,17,10,0.83
538,Santa Vitoria Do Palmar,BR,2021-04-05 02:20:27,-33.5189,-53.3681,67.98,87,0,10.54
539,Tashara,RU,2021-04-05 02:20:57,55.5195,83.5094,36.0,48,100,6.85
540,Ciudad Del Maiz,MX,2021-04-05 02:19:48,22.4,-99.6,66.0,42,48,17.0
541,Half Moon Bay,US,2021-04-05 02:20:51,37.4636,-122.4286,55.4,76,1,9.22
542,Pilar,BR,2021-04-05 02:19:54,-9.5972,-35.9567,75.2,94,75,2.3
543,Sadat,IN,2021-04-05 02:20:58,25.6833,83.2833,75.2,38,7,4.61
544,Buraydah,SA,2021-04-05 02:20:58,26.326,43.975,59.0,36,0,2.3
545,Stuttgart,DE,2021-04-05 02:16:31,48.7823,9.177,37.99,75,0,1.14
546,Martapura,ID,2021-04-05 02:20:59,-3.4167,114.85,82.4,89,40,5.75
547,Muzhi,RU,2021-04-05 02:20:59,65.3667,64.6667,25.97,95,100,4.83
548,Bardiyah,LY,2021-04-05 02:21:00,31.7561,25.0865,66.11,32,0,13.33
549,Chase,CA,2021-04-05 02:16:51,50.8165,-119.6857,45.0,39,29,2.3
550,Manzanillo,CU,2021-04-05 02:21:00,20.3433,-77.1167,71.64,59,0,15.9
551,Mahanje,TZ,2021-04-05 02:21:01,-9.9333,35.3333,63.23,98,97,1.1
552,Norrkoping,SE,2021-04-05 02:21:01,58.5942,16.1826,41.0,81,75,28.77
553,Aykhal,RU,2021-04-05 02:19:26,66.0,111.5,-5.06,91,96,5.5
554,Oranjemund,NA,2021-04-05 02:21:02,-28.55,16.4333,61.25,96,7,7.45
555,Broken Hill,AU,2021-04-05 02:21:02,-31.95,141.4333,80.6,32,0,14.97
556,Cukai,MY,2021-04-05 02:17:02,4.25,103.4167,80.6,89,20,5.95
557,Srandakan,ID,2021-04-05 02:21:03,-7.9386,110.2506,78.49,85,100,3.11
558,Graaff-Reinet,ZA,2021-04-05 02:21:03,-32.2522,24.5308,55.0,74,0,1.61
559,Victor Harbor,AU,2021-04-05 02:21:03,-35.5667,138.6167,68.0,65,10,1.01
560,Senador Jose Porfirio,BR,2021-04-05 02:21:04,-2.5908,-51.9542,74.75,96,52,3.02
561,Petropavlovsk-Kamchatskiy,RU,2021-04-05 02:18:54,53.0452,158.6483,37.4,56,75,4.47
562,Guatire,VE,2021-04-05 02:16:22,10.4762,-66.5427,72.0,81,83,1.01
563,Movila Banului,RO,2021-04-05 02:21:05,44.9833,26.6833,39.2,100,100,4.32
564,Sur,OM,2021-04-05 02:21:05,22.5667,59.5289,83.01,39,5,4.92
565,Nichinan,JP,2021-04-05 02:21:06,31.6,131.3667,62.6,63,75,20.71
566,Virginia Beach,US,2021-04-05 02:16:38,36.8529,-75.978,55.99,66,1,1.34
567,Porto Belo,BR,2021-04-05 02:21:06,-27.1578,-48.5531,75.99,73,20,8.05
568,Kapitanivka,UA,2021-04-05 02:21:06,48.9172,31.7167,35.33,84,10,5.88
569,Halifax,CA,2021-04-05 02:20:33,44.6453,-63.5724,36.0,100,37,6.91
570,Duzce,TR,2021-04-05 02:21:07,40.8389,31.1639,54.95,89,100,3.69
571,Goya,AR,2021-04-05 02:21:07,-29.14,-59.2626,69.93,70,0,4.07
572,Olafsvik,IS,2021-04-05 02:21:08,64.8945,-23.7142,20.01,52,100,8.93
573,Vila Franca Do Campo,PT,2021-04-05 02:21:08,37.7167,-25.4333,59.0,94,75,8.05
574,Strimonikon,GR,2021-04-05 02:21:09,41.05,23.3167,46.0,50,97,15.99
575,Gizo,SB,2021-04-05 02:19:41,-8.103,156.8419,84.56,73,89,7.56
576,Numaligarh,IN,2021-04-05 02:13:24,26.6333,93.75,79.45,29,15,4.9
